[front_panel]
mode=T2 - R2
output=20 dB
gain=25 dB
probe1=2 MHz
probe2=2 MHz

[measure]
selection=1
samplerate=1
begin=0
end=100
sound speed=2700
units=1

[ascan]
fft filter=0
fft middle=2
fft width=2
fft gate=5
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Depth [mm]	Amplitude	
4,814E+01	2,538E-03	
4,817E+01	2,523E-03	
4,819E+01	2,507E-03	
4,822E+01	2,490E-03	
4,825E+01	2,473E-03	
4,828E+01	2,454E-03	
4,830E+01	2,433E-03	
4,833E+01	2,411E-03	
4,836E+01	2,387E-03	
4,838E+01	2,361E-03	
4,841E+01	2,336E-03	
4,844E+01	2,311E-03	
4,847E+01	2,287E-03	
4,849E+01	2,268E-03	
4,852E+01	2,254E-03	
4,855E+01	2,246E-03	
4,857E+01	2,247E-03	
4,860E+01	2,258E-03	
4,863E+01	2,280E-03	
4,865E+01	2,313E-03	
4,868E+01	2,357E-03	
4,871E+01	2,413E-03	
4,874E+01	2,480E-03	
4,876E+01	2,555E-03	
4,879E+01	2,638E-03	
4,882E+01	2,726E-03	
4,884E+01	2,817E-03	
4,887E+01	2,907E-03	
4,890E+01	2,994E-03	
4,892E+01	3,076E-03	
4,895E+01	3,148E-03	
4,898E+01	3,210E-03	
4,901E+01	3,259E-03	
4,903E+01	3,294E-03	
4,906E+01	3,312E-03	
4,909E+01	3,314E-03	
4,911E+01	3,300E-03	
4,914E+01	3,270E-03	
4,917E+01	3,225E-03	
4,919E+01	3,167E-03	
4,922E+01	3,098E-03	
4,925E+01	3,020E-03	
4,928E+01	2,936E-03	
4,930E+01	2,849E-03	
4,933E+01	2,761E-03	
4,936E+01	2,674E-03	
4,938E+01	2,592E-03	
4,941E+01	2,515E-03	
4,944E+01	2,446E-03	
4,946E+01	2,386E-03	
4,949E+01	2,334E-03	
4,952E+01	2,291E-03	
4,955E+01	2,257E-03	
4,957E+01	2,231E-03	
4,960E+01	2,211E-03	
4,963E+01	2,197E-03	
4,965E+01	2,187E-03	
4,968E+01	2,180E-03	
4,971E+01	2,174E-03	
4,973E+01	2,169E-03	
4,976E+01	2,163E-03	
4,979E+01	2,157E-03	
4,982E+01	2,149E-03	
4,984E+01	2,139E-03	
4,987E+01	2,128E-03	
4,990E+01	2,116E-03	
4,992E+01	2,102E-03	
4,995E+01	2,088E-03	
4,998E+01	2,074E-03	
5,000E+01	2,060E-03	
5,003E+01	2,046E-03	
5,006E+01	2,035E-03	
5,008E+01	2,026E-03	
5,011E+01	2,019E-03	
5,014E+01	2,016E-03	
5,017E+01	2,018E-03	
5,019E+01	2,024E-03	
5,022E+01	2,036E-03	
5,025E+01	2,055E-03	
5,027E+01	2,079E-03	
5,030E+01	2,110E-03	
5,033E+01	2,147E-03	
5,035E+01	2,191E-03	
5,038E+01	2,239E-03	
5,041E+01	2,293E-03	
5,044E+01	2,349E-03	
5,046E+01	2,408E-03	
5,049E+01	2,467E-03	
5,052E+01	2,524E-03	
5,054E+01	2,579E-03	
5,057E+01	2,628E-03	
5,060E+01	2,672E-03	
5,063E+01	2,708E-03	
5,065E+01	2,735E-03	
5,068E+01	2,755E-03	
5,071E+01	2,766E-03	
5,073E+01	2,769E-03	
5,076E+01	2,765E-03	
5,079E+01	2,755E-03	
5,081E+01	2,740E-03	
5,084E+01	2,724E-03	
5,087E+01	2,706E-03	
5,090E+01	2,689E-03	
5,092E+01	2,674E-03	
5,095E+01	2,663E-03	
5,098E+01	2,656E-03	
5,100E+01	2,653E-03	
5,103E+01	2,655E-03	
5,106E+01	2,660E-03	
5,108E+01	2,669E-03	
5,111E+01	2,680E-03	
5,114E+01	2,691E-03	
5,117E+01	2,702E-03	
5,119E+01	2,711E-03	
5,122E+01	2,717E-03	
5,125E+01	2,718E-03	
5,127E+01	2,715E-03	
5,130E+01	2,705E-03	
5,133E+01	2,689E-03	
5,135E+01	2,668E-03	
5,138E+01	2,640E-03	
5,141E+01	2,608E-03	
5,144E+01	2,571E-03	
5,146E+01	2,531E-03	
5,149E+01	2,488E-03	
5,152E+01	2,445E-03	
5,154E+01	2,401E-03	
5,157E+01	2,360E-03	
5,160E+01	2,321E-03	
5,162E+01	2,285E-03	
5,165E+01	2,254E-03	
5,168E+01	2,229E-03	
5,171E+01	2,209E-03	
5,173E+01	2,194E-03	
5,176E+01	2,186E-03	
5,179E+01	2,183E-03	
5,181E+01	2,184E-03	
5,184E+01	2,191E-03	
5,187E+01	2,200E-03	
5,189E+01	2,213E-03	
5,192E+01	2,227E-03	
5,195E+01	2,243E-03	
5,198E+01	2,258E-03	
5,200E+01	2,274E-03	
5,203E+01	2,288E-03	
5,206E+01	2,302E-03	
5,208E+01	2,313E-03	
5,211E+01	2,322E-03	
5,214E+01	2,330E-03	
5,216E+01	2,335E-03	
5,219E+01	2,338E-03	
5,222E+01	2,339E-03	
5,225E+01	2,339E-03	
5,227E+01	2,338E-03	
5,230E+01	2,337E-03	
5,233E+01	2,336E-03	
5,235E+01	2,336E-03	
5,238E+01	2,339E-03	
5,241E+01	2,344E-03	
5,243E+01	2,352E-03	
5,246E+01	2,365E-03	
5,249E+01	2,382E-03	
5,251E+01	2,403E-03	
5,254E+01	2,429E-03	
5,257E+01	2,459E-03	
5,260E+01	2,492E-03	
5,262E+01	2,527E-03	
5,265E+01	2,564E-03	
5,268E+01	2,601E-03	
5,270E+01	2,637E-03	
5,273E+01	2,670E-03	
5,276E+01	2,698E-03	
5,278E+01	2,722E-03	
5,281E+01	2,738E-03	
5,284E+01	2,747E-03	
5,287E+01	2,747E-03	
5,289E+01	2,737E-03	
5,292E+01	2,718E-03	
5,295E+01	2,690E-03	
5,297E+01	2,652E-03	
5,300E+01	2,607E-03	
5,303E+01	2,554E-03	
5,306E+01	2,496E-03	
5,308E+01	2,434E-03	
5,311E+01	2,370E-03	
5,314E+01	2,306E-03	
5,316E+01	2,244E-03	
5,319E+01	2,184E-03	
5,322E+01	2,130E-03	
5,324E+01	2,082E-03	
5,327E+01	2,041E-03	
5,330E+01	2,008E-03	
5,333E+01	1,984E-03	
5,335E+01	1,967E-03	
5,338E+01	1,959E-03	
5,341E+01	1,958E-03	
5,343E+01	1,964E-03	
5,346E+01	1,976E-03	
5,349E+01	1,992E-03	
5,351E+01	2,011E-03	
5,354E+01	2,033E-03	
5,357E+01	2,056E-03	
5,360E+01	2,078E-03	
5,362E+01	2,100E-03	
5,365E+01	2,119E-03	
5,368E+01	2,136E-03	
5,370E+01	2,151E-03	
5,373E+01	2,162E-03	
5,376E+01	2,171E-03	
5,378E+01	2,177E-03	
5,381E+01	2,182E-03	
5,384E+01	2,186E-03	
5,387E+01	2,189E-03	
5,389E+01	2,192E-03	
5,392E+01	2,197E-03	
5,395E+01	2,202E-03	
5,397E+01	2,208E-03	
5,400E+01	2,215E-03	
5,403E+01	2,222E-03	
5,405E+01	2,230E-03	
5,408E+01	2,237E-03	
5,411E+01	2,244E-03	
5,414E+01	2,249E-03	
5,416E+01	2,252E-03	
5,419E+01	2,252E-03	
5,422E+01	2,250E-03	
5,424E+01	2,245E-03	
5,427E+01	2,237E-03	
5,430E+01	2,226E-03	
5,432E+01	2,212E-03	
5,435E+01	2,196E-03	
5,438E+01	2,177E-03	
5,441E+01	2,156E-03	
5,443E+01	2,133E-03	
5,446E+01	2,109E-03	
5,449E+01	2,084E-03	
5,451E+01	2,059E-03	
5,454E+01	2,036E-03	
5,457E+01	2,013E-03	
5,459E+01	1,994E-03	
5,462E+01	1,979E-03	
5,465E+01	1,968E-03	
5,467E+01	1,963E-03	
5,470E+01	1,964E-03	
5,473E+01	1,973E-03	
5,476E+01	1,988E-03	
5,478E+01	2,010E-03	
5,481E+01	2,039E-03	
5,484E+01	2,073E-03	
5,486E+01	2,111E-03	
5,489E+01	2,151E-03	
5,492E+01	2,193E-03	
5,494E+01	2,234E-03	
5,497E+01	2,272E-03	
5,500E+01	2,306E-03	
5,503E+01	2,335E-03	
5,505E+01	2,358E-03	
5,508E+01	2,373E-03	
5,511E+01	2,381E-03	
5,513E+01	2,382E-03	
5,516E+01	2,376E-03	
5,519E+01	2,365E-03	
5,522E+01	2,348E-03	
5,524E+01	2,328E-03	
5,527E+01	2,305E-03	
5,530E+01	2,282E-03	
5,532E+01	2,259E-03	
5,535E+01	2,238E-03	
5,538E+01	2,220E-03	
5,540E+01	2,206E-03	
5,543E+01	2,196E-03	
5,546E+01	2,192E-03	
5,549E+01	2,194E-03	
5,551E+01	2,202E-03	
5,554E+01	2,216E-03	
5,557E+01	2,236E-03	
5,559E+01	2,262E-03	
5,562E+01	2,294E-03	
5,565E+01	2,330E-03	
5,567E+01	2,371E-03	
5,570E+01	2,415E-03	
5,573E+01	2,461E-03	
5,576E+01	2,508E-03	
5,578E+01	2,555E-03	
5,581E+01	2,600E-03	
5,584E+01	2,640E-03	
5,586E+01	2,676E-03	
5,589E+01	2,705E-03	
5,592E+01	2,726E-03	
5,594E+01	2,738E-03	
5,597E+01	2,740E-03	
5,600E+01	2,733E-03	
5,603E+01	2,717E-03	
5,605E+01	2,692E-03	
5,608E+01	2,660E-03	
5,611E+01	2,622E-03	
5,613E+01	2,579E-03	
5,616E+01	2,534E-03	
5,619E+01	2,489E-03	
5,621E+01	2,444E-03	
5,624E+01	2,402E-03	
5,627E+01	2,364E-03	
5,630E+01	2,330E-03	
5,632E+01	2,302E-03	
5,635E+01	2,280E-03	
5,638E+01	2,263E-03	
5,640E+01	2,252E-03	
5,643E+01	2,246E-03	
5,646E+01	2,245E-03	
5,648E+01	2,247E-03	
5,651E+01	2,252E-03	
5,654E+01	2,259E-03	
5,657E+01	2,266E-03	
5,659E+01	2,274E-03	
5,662E+01	2,282E-03	
5,665E+01	2,288E-03	
5,667E+01	2,293E-03	
5,670E+01	2,296E-03	
5,673E+01	2,296E-03	
5,675E+01	2,295E-03	
5,678E+01	2,292E-03	
5,681E+01	2,286E-03	
5,684E+01	2,280E-03	
5,686E+01	2,272E-03	
5,689E+01	2,264E-03	
5,692E+01	2,257E-03	
5,694E+01	2,251E-03	
5,697E+01	2,246E-03	
5,700E+01	2,244E-03	
5,702E+01	2,244E-03	
5,705E+01	2,247E-03	
5,708E+01	2,254E-03	
5,710E+01	2,264E-03	
5,713E+01	2,277E-03	
5,716E+01	2,293E-03	
5,719E+01	2,310E-03	
5,721E+01	2,329E-03	
5,724E+01	2,347E-03	
5,727E+01	2,365E-03	
5,729E+01	2,382E-03	
5,732E+01	2,396E-03	
5,735E+01	2,406E-03	
5,738E+01	2,414E-03	
5,740E+01	2,417E-03	
5,743E+01	2,416E-03	
5,746E+01	2,412E-03	
5,748E+01	2,405E-03	
5,751E+01	2,396E-03	
5,754E+01	2,386E-03	
5,756E+01	2,376E-03	
5,759E+01	2,367E-03	
5,762E+01	2,361E-03	
5,765E+01	2,359E-03	
5,767E+01	2,362E-03	
5,770E+01	2,370E-03	
5,773E+01	2,385E-03	
5,775E+01	2,405E-03	
5,778E+01	2,432E-03	
5,781E+01	2,465E-03	
5,783E+01	2,504E-03	
5,786E+01	2,546E-03	
5,789E+01	2,591E-03	
5,792E+01	2,638E-03	
5,794E+01	2,685E-03	
5,797E+01	2,730E-03	
5,800E+01	2,771E-03	
5,802E+01	2,807E-03	
5,805E+01	2,836E-03	
5,808E+01	2,858E-03	
5,810E+01	2,869E-03	
5,813E+01	2,871E-03	
5,816E+01	2,861E-03	
5,819E+01	2,841E-03	
5,821E+01	2,810E-03	
5,824E+01	2,769E-03	
5,827E+01	2,719E-03	
5,829E+01	2,661E-03	
5,832E+01	2,597E-03	
5,835E+01	2,527E-03	
5,837E+01	2,455E-03	
5,840E+01	2,380E-03	
5,843E+01	2,307E-03	
5,846E+01	2,235E-03	
5,848E+01	2,166E-03	
5,851E+01	2,102E-03	
5,854E+01	2,044E-03	
5,856E+01	1,993E-03	
5,859E+01	1,949E-03	
5,862E+01	1,913E-03	
5,864E+01	1,885E-03	
5,867E+01	1,865E-03	
5,870E+01	1,852E-03	
5,873E+01	1,847E-03	
5,875E+01	1,850E-03	
5,878E+01	1,858E-03	
5,881E+01	1,873E-03	
5,883E+01	1,893E-03	
5,886E+01	1,918E-03	
5,889E+01	1,947E-03	
5,891E+01	1,980E-03	
5,894E+01	2,015E-03	
5,897E+01	2,053E-03	
5,900E+01	2,092E-03	
5,902E+01	2,132E-03	
5,905E+01	2,174E-03	
5,908E+01	2,216E-03	
5,910E+01	2,258E-03	
5,913E+01	2,300E-03	
5,916E+01	2,342E-03	
5,918E+01	2,383E-03	
5,921E+01	2,423E-03	
5,924E+01	2,461E-03	
5,926E+01	2,497E-03	
5,929E+01	2,530E-03	
5,932E+01	2,560E-03	
5,935E+01	2,585E-03	
5,937E+01	2,606E-03	
5,940E+01	2,622E-03	
5,943E+01	2,632E-03	
5,945E+01	2,635E-03	
5,948E+01	2,631E-03	
5,951E+01	2,620E-03	
5,953E+01	2,602E-03	
5,956E+01	2,578E-03	
5,959E+01	2,547E-03	
5,962E+01	2,511E-03	
5,964E+01	2,470E-03	
5,967E+01	2,426E-03	
5,970E+01	2,380E-03	
5,972E+01	2,334E-03	
5,975E+01	2,289E-03	
5,978E+01	2,247E-03	
5,981E+01	2,211E-03	
5,983E+01	2,180E-03	
5,986E+01	2,158E-03	
5,989E+01	2,145E-03	
5,991E+01	2,143E-03	
5,994E+01	2,150E-03	
5,997E+01	2,168E-03	
5,999E+01	2,195E-03	
6,002E+01	2,231E-03	
6,005E+01	2,272E-03	
6,008E+01	2,315E-03	
6,010E+01	2,358E-03	
6,013E+01	2,395E-03	
6,016E+01	2,421E-03	
6,018E+01	2,430E-03	
6,021E+01	2,417E-03	
6,024E+01	2,374E-03	
6,026E+01	2,296E-03	
6,029E+01	2,178E-03	
6,032E+01	2,013E-03	
6,035E+01	1,800E-03	
6,037E+01	1,535E-03	
6,040E+01	1,221E-03	
6,043E+01	8,602E-04	
6,045E+01	4,611E-04	
6,048E+01	3,554E-05	
6,051E+01	3,992E-04	
6,053E+01	8,199E-04	
6,056E+01	1,197E-03	
6,059E+01	1,492E-03	
6,062E+01	1,660E-03	
6,064E+01	1,646E-03	
6,067E+01	1,388E-03	
6,070E+01	8,122E-04	
6,072E+01	1,635E-04	
6,075E+01	1,630E-03	
6,078E+01	3,688E-03	
6,080E+01	6,443E-03	
6,083E+01	1,001E-02	
6,086E+01	1,451E-02	
6,089E+01	2,006E-02	
6,091E+01	2,679E-02	
6,094E+01	3,481E-02	
6,097E+01	4,425E-02	
6,099E+01	5,521E-02	
6,102E+01	6,780E-02	
6,105E+01	8,210E-02	
6,107E+01	9,821E-02	
6,110E+01	1,162E-01	
6,113E+01	1,360E-01	
6,116E+01	1,578E-01	
6,118E+01	1,815E-01	
6,121E+01	2,071E-01	
6,124E+01	2,346E-01	
6,126E+01	2,638E-01	
6,129E+01	2,948E-01	
6,132E+01	3,273E-01	
6,134E+01	3,613E-01	
6,137E+01	3,965E-01	
6,140E+01	4,329E-01	
6,142E+01	4,702E-01	
6,145E+01	5,082E-01	
6,148E+01	5,466E-01	
6,151E+01	5,852E-01	
6,153E+01	6,238E-01	
6,156E+01	6,620E-01	
6,159E+01	6,997E-01	
6,161E+01	7,364E-01	
6,164E+01	7,720E-01	
6,167E+01	8,062E-01	
6,169E+01	8,387E-01	
6,172E+01	8,692E-01	
6,175E+01	8,976E-01	
6,178E+01	9,237E-01	
6,180E+01	9,473E-01	
6,183E+01	9,683E-01	
6,186E+01	9,866E-01	
6,188E+01	1,002E+00	
6,191E+01	1,015E+00	
6,194E+01	1,025E+00	
6,197E+01	1,033E+00	
6,199E+01	1,038E+00	
6,202E+01	1,041E+00	
6,205E+01	1,042E+00	
6,207E+01	1,041E+00	
6,210E+01	1,038E+00	
6,213E+01	1,033E+00	
6,215E+01	1,026E+00	
6,218E+01	1,019E+00	
6,221E+01	1,010E+00	
6,224E+01	1,000E+00	
6,226E+01	9,898E-01	
6,229E+01	9,786E-01	
6,232E+01	9,668E-01	
6,234E+01	9,545E-01	
6,237E+01	9,418E-01	
6,240E+01	9,288E-01	
6,242E+01	9,156E-01	
6,245E+01	9,021E-01	
6,248E+01	8,885E-01	
6,251E+01	8,747E-01	
6,253E+01	8,609E-01	
6,256E+01	8,470E-01	
6,259E+01	8,330E-01	
6,261E+01	8,190E-01	
6,264E+01	8,051E-01	
6,267E+01	7,911E-01	
6,269E+01	7,773E-01	
6,272E+01	7,635E-01	
6,275E+01	7,497E-01	
6,278E+01	7,361E-01	
6,280E+01	7,225E-01	
6,283E+01	7,090E-01	
6,286E+01	6,957E-01	
6,288E+01	6,824E-01	
6,291E+01	6,691E-01	
6,294E+01	6,560E-01	
6,296E+01	6,428E-01	
6,299E+01	6,297E-01	
6,302E+01	6,166E-01	
6,305E+01	6,034E-01	
6,307E+01	5,903E-01	
6,310E+01	5,771E-01	
6,313E+01	5,638E-01	
6,315E+01	5,505E-01	
6,318E+01	5,370E-01	
6,321E+01	5,236E-01	
6,323E+01	5,100E-01	
6,326E+01	4,965E-01	
6,329E+01	4,829E-01	
6,332E+01	4,693E-01	
6,334E+01	4,557E-01	
6,337E+01	4,422E-01	
6,340E+01	4,288E-01	
6,342E+01	4,155E-01	
6,345E+01	4,024E-01	
6,348E+01	3,895E-01	
6,350E+01	3,770E-01	
6,353E+01	3,647E-01	
6,356E+01	3,527E-01	
6,359E+01	3,411E-01	
6,361E+01	3,298E-01	
6,364E+01	3,190E-01	
6,367E+01	3,086E-01	
6,369E+01	2,986E-01	
6,372E+01	2,890E-01	
6,375E+01	2,799E-01	
6,377E+01	2,711E-01	
6,380E+01	2,627E-01	
6,383E+01	2,547E-01	
6,385E+01	2,470E-01	
6,388E+01	2,397E-01	
6,391E+01	2,326E-01	
6,394E+01	2,258E-01	
6,396E+01	2,192E-01	
6,399E+01	2,128E-01	
6,402E+01	2,066E-01	
6,404E+01	2,005E-01	
6,407E+01	1,945E-01	
6,410E+01	1,886E-01	
6,413E+01	1,828E-01	
6,415E+01	1,771E-01	
6,418E+01	1,714E-01	
6,421E+01	1,658E-01	
6,423E+01	1,602E-01	
6,426E+01	1,547E-01	
6,429E+01	1,493E-01	
6,431E+01	1,439E-01	
6,434E+01	1,386E-01	
6,437E+01	1,334E-01	
6,440E+01	1,283E-01	
6,442E+01	1,234E-01	
6,445E+01	1,186E-01	
6,448E+01	1,140E-01	
6,450E+01	1,095E-01	
6,453E+01	1,053E-01	
6,456E+01	1,012E-01	
6,458E+01	9,734E-02	
6,461E+01	9,368E-02	
6,464E+01	9,022E-02	
6,467E+01	8,696E-02	
6,469E+01	8,390E-02	
6,472E+01	8,102E-02	
6,475E+01	7,832E-02	
6,477E+01	7,578E-02	
6,480E+01	7,339E-02	
6,483E+01	7,113E-02	
6,485E+01	6,899E-02	
6,488E+01	6,694E-02	
6,491E+01	6,499E-02	
6,493E+01	6,311E-02	
6,496E+01	6,128E-02	
6,499E+01	5,951E-02	
6,502E+01	5,778E-02	
6,504E+01	5,607E-02	
6,507E+01	5,440E-02	
6,510E+01	5,274E-02	
6,512E+01	5,111E-02	
6,515E+01	4,950E-02	
6,518E+01	4,792E-02	
6,521E+01	4,636E-02	
6,523E+01	4,482E-02	
6,526E+01	4,332E-02	
6,529E+01	4,185E-02	
6,531E+01	4,042E-02	
6,534E+01	3,904E-02	
6,537E+01	3,769E-02	
6,539E+01	3,640E-02	
6,542E+01	3,514E-02	
6,545E+01	3,394E-02	
6,547E+01	3,278E-02	
6,550E+01	3,166E-02	
6,553E+01	3,058E-02	
6,556E+01	2,954E-02	
6,558E+01	2,852E-02	
6,561E+01	2,754E-02	
6,564E+01	2,659E-02	
6,566E+01	2,565E-02	
6,569E+01	2,473E-02	
6,572E+01	2,383E-02	
6,575E+01	2,293E-02	
6,577E+01	2,205E-02	
6,580E+01	2,118E-02	
6,583E+01	2,032E-02	
6,585E+01	1,947E-02	
6,588E+01	1,864E-02	
6,591E+01	1,782E-02	
6,593E+01	1,702E-02	
6,596E+01	1,625E-02	
6,599E+01	1,551E-02	
6,601E+01	1,481E-02	
6,604E+01	1,414E-02	
6,607E+01	1,351E-02	
6,610E+01	1,293E-02	
6,612E+01	1,240E-02	
6,615E+01	1,192E-02	
6,618E+01	1,149E-02	
6,620E+01	1,111E-02	
6,623E+01	1,077E-02	
6,626E+01	1,047E-02	
6,629E+01	1,022E-02	
6,631E+01	9,990E-03	
6,634E+01	9,789E-03	
6,637E+01	9,606E-03	
6,639E+01	9,436E-03	
6,642E+01	9,272E-03	
6,645E+01	9,108E-03	
6,647E+01	8,938E-03	
6,650E+01	8,759E-03	
6,653E+01	8,568E-03	
6,656E+01	8,364E-03	
6,658E+01	8,144E-03	
6,661E+01	7,912E-03	
6,664E+01	7,668E-03	
6,666E+01	7,416E-03	
6,669E+01	7,160E-03	
6,672E+01	6,905E-03	
6,674E+01	6,656E-03	
6,677E+01	6,418E-03	
6,680E+01	6,197E-03	
6,683E+01	5,998E-03	
6,685E+01	5,826E-03	
6,688E+01	5,684E-03	
6,691E+01	5,575E-03	
6,693E+01	5,502E-03	
6,696E+01	5,465E-03	
6,699E+01	5,464E-03	
6,701E+01	5,498E-03	
6,704E+01	5,562E-03	
6,707E+01	5,653E-03	
6,710E+01	5,766E-03	
6,712E+01	5,895E-03	
6,715E+01	6,032E-03	
6,718E+01	6,172E-03	
6,720E+01	6,307E-03	
6,723E+01	6,429E-03	
6,726E+01	6,533E-03	
6,728E+01	6,613E-03	
6,731E+01	6,664E-03	
6,734E+01	6,683E-03	
6,736E+01	6,667E-03	
6,739E+01	6,615E-03	
6,742E+01	6,527E-03	
6,745E+01	6,406E-03	
6,747E+01	6,253E-03	
6,750E+01	6,074E-03	
6,753E+01	5,873E-03	
6,755E+01	5,655E-03	
6,758E+01	5,426E-03	
6,761E+01	5,195E-03	
6,764E+01	4,966E-03	
6,766E+01	4,747E-03	
6,769E+01	4,545E-03	
6,772E+01	4,365E-03	
6,774E+01	4,213E-03	
6,777E+01	4,092E-03	
6,780E+01	4,006E-03	
6,782E+01	3,958E-03	
6,785E+01	3,948E-03	
6,788E+01	3,975E-03	
6,790E+01	4,037E-03	
6,793E+01	4,132E-03	
6,796E+01	4,256E-03	
6,799E+01	4,402E-03	
6,801E+01	4,566E-03	
6,804E+01	4,740E-03	
6,807E+01	4,918E-03	
6,809E+01	5,092E-03	
6,812E+01	5,255E-03	
6,815E+01	5,399E-03	
6,818E+01	5,520E-03	
6,820E+01	5,612E-03	
6,823E+01	5,669E-03	
6,826E+01	5,690E-03	
6,828E+01	5,672E-03	
6,831E+01	5,616E-03	
6,834E+01	5,521E-03	
6,836E+01	5,392E-03	
6,839E+01	5,232E-03	
6,842E+01	5,047E-03	
6,844E+01	4,842E-03	
6,847E+01	4,626E-03	
6,850E+01	4,404E-03	
6,853E+01	4,184E-03	
6,855E+01	3,974E-03	
6,858E+01	3,779E-03	
6,861E+01	3,606E-03	
6,863E+01	3,458E-03	
6,866E+01	3,338E-03	
6,869E+01	3,249E-03	
6,872E+01	3,190E-03	
6,874E+01	3,161E-03	
6,877E+01	3,158E-03	
6,880E+01	3,179E-03	
6,882E+01	3,219E-03	
6,885E+01	3,274E-03	
6,888E+01	3,337E-03	
6,890E+01	3,405E-03	
6,893E+01	3,472E-03	
6,896E+01	3,533E-03	
6,899E+01	3,585E-03	
6,901E+01	3,625E-03	
6,904E+01	3,650E-03	
6,907E+01	3,659E-03	
6,909E+01	3,653E-03	
6,912E+01	3,631E-03	
6,915E+01	3,595E-03	
6,917E+01	3,548E-03	
6,920E+01	3,493E-03	
6,923E+01	3,431E-03	
6,926E+01	3,368E-03	
6,928E+01	3,304E-03	
6,931E+01	3,244E-03	
6,934E+01	3,189E-03	
6,936E+01	3,142E-03	
6,939E+01	3,103E-03	
6,942E+01	3,073E-03	
6,944E+01	3,051E-03	
6,947E+01	3,037E-03	
6,950E+01	3,029E-03	
6,953E+01	3,025E-03	
6,955E+01	3,023E-03	
6,958E+01	3,021E-03	
6,961E+01	3,018E-03	
6,963E+01	3,013E-03	
6,966E+01	3,005E-03	
6,969E+01	2,993E-03	
6,971E+01	2,980E-03	
6,974E+01	2,965E-03	
6,977E+01	2,950E-03	
6,979E+01	2,939E-03	
6,982E+01	2,932E-03	
6,985E+01	2,932E-03	
6,988E+01	2,942E-03	
6,990E+01	2,963E-03	
6,993E+01	2,995E-03	
6,996E+01	3,041E-03	
6,998E+01	3,098E-03	
7,001E+01	3,167E-03	
7,004E+01	3,246E-03	
7,007E+01	3,331E-03	
7,009E+01	3,421E-03	
7,012E+01	3,512E-03	
7,015E+01	3,600E-03	
7,017E+01	3,683E-03	
7,020E+01	3,758E-03	
7,023E+01	3,820E-03	
7,025E+01	3,869E-03	
7,028E+01	3,902E-03	
7,031E+01	3,918E-03	
7,033E+01	3,915E-03	
7,036E+01	3,894E-03	
7,039E+01	3,855E-03	
7,042E+01	3,799E-03	
7,044E+01	3,728E-03	
7,047E+01	3,644E-03	
7,050E+01	3,548E-03	
7,052E+01	3,444E-03	
7,055E+01	3,336E-03	
7,058E+01	3,226E-03	
7,061E+01	3,119E-03	
7,063E+01	3,018E-03	
7,066E+01	2,927E-03	
7,069E+01	2,850E-03	
7,071E+01	2,790E-03	
7,074E+01	2,750E-03	
7,077E+01	2,733E-03	
7,079E+01	2,739E-03	
7,082E+01	2,770E-03	
7,085E+01	2,824E-03	
7,088E+01	2,901E-03	
7,090E+01	2,998E-03	
7,093E+01	3,112E-03	
7,096E+01	3,238E-03	
7,098E+01	3,372E-03	
7,101E+01	3,508E-03	
7,104E+01	3,642E-03	
7,106E+01	3,767E-03	
7,109E+01	3,878E-03	
7,112E+01	3,972E-03	
7,115E+01	4,043E-03	
7,117E+01	4,089E-03	
7,120E+01	4,108E-03	
7,123E+01	4,100E-03	
7,125E+01	4,064E-03	
7,128E+01	4,002E-03	
7,131E+01	3,917E-03	
7,133E+01	3,812E-03	
7,136E+01	3,690E-03	
7,139E+01	3,557E-03	
7,142E+01	3,416E-03	
7,144E+01	3,273E-03	
7,147E+01	3,132E-03	
7,150E+01	2,997E-03	
7,152E+01	2,871E-03	
7,155E+01	2,758E-03	
7,158E+01	2,660E-03	
7,160E+01	2,577E-03	
7,163E+01	2,511E-03	
7,166E+01	2,459E-03	
7,168E+01	2,423E-03	
7,171E+01	2,398E-03	
7,174E+01	2,384E-03	
7,177E+01	2,377E-03	
7,179E+01	2,376E-03	
7,182E+01	2,377E-03	
7,185E+01	2,377E-03	
7,187E+01	2,376E-03	
7,190E+01	2,371E-03	
7,193E+01	2,362E-03	
7,196E+01	2,348E-03	
7,198E+01	2,329E-03	
7,201E+01	2,306E-03	
7,204E+01	2,280E-03	
7,206E+01	2,253E-03	
7,209E+01	2,226E-03	
7,212E+01	2,202E-03	
7,214E+01	2,183E-03	
7,217E+01	2,169E-03	
7,220E+01	2,164E-03	
7,222E+01	2,169E-03	
7,225E+01	2,184E-03	
7,228E+01	2,211E-03	
7,231E+01	2,249E-03	
7,233E+01	2,299E-03	
7,236E+01	2,359E-03	
7,239E+01	2,428E-03	
7,241E+01	2,505E-03	
7,244E+01	2,587E-03	
7,247E+01	2,673E-03	
7,250E+01	2,759E-03	
7,252E+01	2,844E-03	
7,255E+01	2,923E-03	
7,258E+01	2,996E-03	
7,260E+01	3,058E-03	
7,263E+01	3,109E-03	
7,266E+01	3,146E-03	
7,268E+01	3,168E-03	
7,271E+01	3,174E-03	
7,274E+01	3,164E-03	
7,276E+01	3,138E-03	
7,279E+01	3,096E-03	
7,282E+01	3,041E-03	
7,285E+01	2,972E-03	
7,287E+01	2,894E-03	
7,290E+01	2,808E-03	
7,293E+01	2,718E-03	
7,295E+01	2,626E-03	
7,298E+01	2,537E-03	
