[front_panel]
mode=T2 - R2
output=20 dB
gain=25 dB
probe1=2 MHz
probe2=2 MHz

[measure]
selection=1
samplerate=1
begin=0
end=100
sound speed=2700
units=1

[ascan]
fft filter=0
fft middle=2
fft width=2
fft gate=5
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Depth [mm]	Amplitude	
9,788E+01	1,970E-03	
9,790E+01	1,935E-03	
9,793E+01	1,906E-03	
9,796E+01	1,884E-03	
9,798E+01	1,870E-03	
9,801E+01	1,865E-03	
9,804E+01	1,870E-03	
9,806E+01	1,885E-03	
9,809E+01	1,910E-03	
9,812E+01	1,944E-03	
9,815E+01	1,987E-03	
9,817E+01	2,037E-03	
9,820E+01	2,092E-03	
9,823E+01	2,152E-03	
9,825E+01	2,214E-03	
9,828E+01	2,275E-03	
9,831E+01	2,335E-03	
9,833E+01	2,390E-03	
9,836E+01	2,439E-03	
9,839E+01	2,481E-03	
9,842E+01	2,515E-03	
9,844E+01	2,540E-03	
9,847E+01	2,555E-03	
9,850E+01	2,562E-03	
9,852E+01	2,560E-03	
9,855E+01	2,550E-03	
9,858E+01	2,534E-03	
9,860E+01	2,514E-03	
9,863E+01	2,490E-03	
9,866E+01	2,465E-03	
9,869E+01	2,440E-03	
9,871E+01	2,417E-03	
9,874E+01	2,396E-03	
9,877E+01	2,379E-03	
9,879E+01	2,366E-03	
9,882E+01	2,359E-03	
9,885E+01	2,356E-03	
9,887E+01	2,358E-03	
9,890E+01	2,365E-03	
9,893E+01	2,376E-03	
9,896E+01	2,390E-03	
9,898E+01	2,406E-03	
9,901E+01	2,423E-03	
9,904E+01	2,441E-03	
9,906E+01	2,457E-03	
9,909E+01	2,472E-03	
9,912E+01	2,486E-03	
9,914E+01	2,497E-03	
9,917E+01	2,505E-03	
9,920E+01	2,512E-03	
9,922E+01	2,516E-03	
9,925E+01	2,518E-03	
9,928E+01	2,520E-03	
9,931E+01	2,521E-03	
9,933E+01	2,522E-03	
9,936E+01	2,523E-03	
9,939E+01	2,524E-03	
9,941E+01	2,527E-03	
9,944E+01	2,529E-03	
9,947E+01	2,532E-03	
9,950E+01	2,535E-03	
9,952E+01	2,536E-03	
9,955E+01	2,537E-03	
9,958E+01	2,536E-03	
9,960E+01	2,532E-03	
9,963E+01	2,526E-03	
9,966E+01	2,517E-03	
9,968E+01	2,505E-03	
9,971E+01	2,490E-03	
9,974E+01	2,472E-03	
9,976E+01	2,451E-03	
9,979E+01	2,427E-03	
9,982E+01	2,401E-03	
9,985E+01	2,373E-03	
9,987E+01	2,344E-03	
9,990E+01	2,313E-03	
9,993E+01	2,281E-03	
9,995E+01	2,248E-03	
9,998E+01	2,214E-03	
1,000E+02	2,178E-03	
1,000E+02	2,141E-03	
1,001E+02	2,102E-03	
1,001E+02	2,063E-03	
1,001E+02	2,023E-03	
1,001E+02	1,984E-03	
1,002E+02	1,947E-03	
1,002E+02	1,916E-03	
1,002E+02	1,893E-03	
1,003E+02	1,882E-03	
1,003E+02	1,889E-03	
1,003E+02	1,919E-03	
1,003E+02	1,978E-03	
1,004E+02	2,074E-03	
1,004E+02	2,216E-03	
1,004E+02	2,410E-03	
1,004E+02	2,665E-03	
1,005E+02	2,990E-03	
1,005E+02	3,393E-03	
1,005E+02	3,880E-03	
1,005E+02	4,460E-03	
1,006E+02	5,136E-03	
1,006E+02	5,915E-03	
1,006E+02	6,798E-03	
1,007E+02	7,789E-03	
1,007E+02	8,886E-03	
1,007E+02	1,009E-02	
1,007E+02	1,139E-02	
1,008E+02	1,280E-02	
1,008E+02	1,429E-02	
1,008E+02	1,587E-02	
1,008E+02	1,752E-02	
1,009E+02	1,924E-02	
1,009E+02	2,102E-02	
1,009E+02	2,284E-02	
1,010E+02	2,470E-02	
1,010E+02	2,658E-02	
1,010E+02	2,847E-02	
1,010E+02	3,036E-02	
1,011E+02	3,225E-02	
1,011E+02	3,412E-02	
1,011E+02	3,595E-02	
1,011E+02	3,776E-02	
1,012E+02	3,951E-02	
1,012E+02	4,122E-02	
1,012E+02	4,286E-02	
1,013E+02	4,444E-02	
1,013E+02	4,595E-02	
1,013E+02	4,737E-02	
1,013E+02	4,871E-02	
1,014E+02	4,997E-02	
1,014E+02	5,112E-02	
1,014E+02	5,218E-02	
1,014E+02	5,313E-02	
1,015E+02	5,397E-02	
1,015E+02	5,469E-02	
1,015E+02	5,530E-02	
1,015E+02	5,578E-02	
1,016E+02	5,613E-02	
1,016E+02	5,636E-02	
1,016E+02	5,646E-02	
1,017E+02	5,642E-02	
1,017E+02	5,625E-02	
1,017E+02	5,596E-02	
1,017E+02	5,553E-02	
1,018E+02	5,499E-02	
1,018E+02	5,433E-02	
1,018E+02	5,356E-02	
1,018E+02	5,270E-02	
1,019E+02	5,174E-02	
1,019E+02	5,070E-02	
1,019E+02	4,960E-02	
1,020E+02	4,844E-02	
1,020E+02	4,725E-02	
1,020E+02	4,602E-02	
1,020E+02	4,478E-02	
1,021E+02	4,354E-02	
1,021E+02	4,231E-02	
1,021E+02	4,110E-02	
1,021E+02	3,992E-02	
1,022E+02	3,878E-02	
1,022E+02	3,769E-02	
1,022E+02	3,666E-02	
1,022E+02	3,568E-02	
1,023E+02	3,475E-02	
1,023E+02	3,389E-02	
1,023E+02	3,308E-02	
1,024E+02	3,233E-02	
1,024E+02	3,163E-02	
1,024E+02	3,098E-02	
1,024E+02	3,036E-02	
1,025E+02	2,978E-02	
1,025E+02	2,922E-02	
1,025E+02	2,869E-02	
1,025E+02	2,816E-02	
1,026E+02	2,764E-02	
1,026E+02	2,712E-02	
1,026E+02	2,660E-02	
1,027E+02	2,607E-02	
1,027E+02	2,553E-02	
1,027E+02	2,499E-02	
1,027E+02	2,444E-02	
1,028E+02	2,389E-02	
1,028E+02	2,334E-02	
1,028E+02	2,279E-02	
1,028E+02	2,224E-02	
1,029E+02	2,170E-02	
1,029E+02	2,118E-02	
1,029E+02	2,067E-02	
1,030E+02	2,019E-02	
1,030E+02	1,972E-02	
1,030E+02	1,928E-02	
1,030E+02	1,885E-02	
1,031E+02	1,845E-02	
1,031E+02	1,807E-02	
1,031E+02	1,770E-02	
1,031E+02	1,735E-02	
1,032E+02	1,701E-02	
1,032E+02	1,668E-02	
1,032E+02	1,635E-02	
1,032E+02	1,602E-02	
1,033E+02	1,569E-02	
1,033E+02	1,535E-02	
1,033E+02	1,501E-02	
1,034E+02	1,465E-02	
1,034E+02	1,429E-02	
1,034E+02	1,392E-02	
1,034E+02	1,354E-02	
1,035E+02	1,316E-02	
1,035E+02	1,278E-02	
1,035E+02	1,240E-02	
1,035E+02	1,202E-02	
1,036E+02	1,165E-02	
1,036E+02	1,130E-02	
1,036E+02	1,097E-02	
1,037E+02	1,066E-02	
1,037E+02	1,037E-02	
1,037E+02	1,011E-02	
1,037E+02	9,872E-03	
1,038E+02	9,666E-03	
1,038E+02	9,485E-03	
1,038E+02	9,329E-03	
1,038E+02	9,193E-03	
1,039E+02	9,075E-03	
1,039E+02	8,969E-03	
1,039E+02	8,872E-03	
1,040E+02	8,776E-03	
1,040E+02	8,678E-03	
1,040E+02	8,573E-03	
1,040E+02	8,457E-03	
1,041E+02	8,327E-03	
1,041E+02	8,179E-03	
1,041E+02	8,013E-03	
1,041E+02	7,829E-03	
1,042E+02	7,627E-03	
1,042E+02	7,409E-03	
1,042E+02	7,177E-03	
1,042E+02	6,937E-03	
1,043E+02	6,690E-03	
1,043E+02	6,442E-03	
1,043E+02	6,198E-03	
1,044E+02	5,961E-03	
1,044E+02	5,736E-03	
1,044E+02	5,526E-03	
1,044E+02	5,335E-03	
1,045E+02	5,164E-03	
1,045E+02	5,016E-03	
1,045E+02	4,890E-03	
1,045E+02	4,786E-03	
1,046E+02	4,703E-03	
1,046E+02	4,640E-03	
1,046E+02	4,592E-03	
1,047E+02	4,559E-03	
1,047E+02	4,534E-03	
1,047E+02	4,517E-03	
1,047E+02	4,501E-03	
1,048E+02	4,485E-03	
1,048E+02	4,464E-03	
1,048E+02	4,435E-03	
1,048E+02	4,396E-03	
1,049E+02	4,346E-03	
1,049E+02	4,282E-03	
1,049E+02	4,204E-03	
1,049E+02	4,111E-03	
1,050E+02	4,005E-03	
1,050E+02	3,887E-03	
1,050E+02	3,759E-03	
1,051E+02	3,623E-03	
1,051E+02	3,483E-03	
1,051E+02	3,342E-03	
1,051E+02	3,203E-03	
1,052E+02	3,071E-03	
1,052E+02	2,949E-03	
1,052E+02	2,840E-03	
1,052E+02	2,748E-03	
1,053E+02	2,674E-03	
1,053E+02	2,621E-03	
1,053E+02	2,590E-03	
1,054E+02	2,581E-03	
1,054E+02	2,593E-03	
1,054E+02	2,625E-03	
1,054E+02	2,675E-03	
1,055E+02	2,740E-03	
1,055E+02	2,818E-03	
1,055E+02	2,903E-03	
1,055E+02	2,994E-03	
1,056E+02	3,085E-03	
1,056E+02	3,173E-03	
1,056E+02	3,254E-03	
1,057E+02	3,325E-03	
1,057E+02	3,384E-03	
1,057E+02	3,429E-03	
1,057E+02	3,458E-03	
1,058E+02	3,470E-03	
1,058E+02	3,466E-03	
1,058E+02	3,445E-03	
1,058E+02	3,411E-03	
1,059E+02	3,363E-03	
1,059E+02	3,304E-03	
1,059E+02	3,236E-03	
1,059E+02	3,162E-03	
1,060E+02	3,085E-03	
1,060E+02	3,006E-03	
1,060E+02	2,928E-03	
1,061E+02	2,853E-03	
1,061E+02	2,784E-03	
1,061E+02	2,720E-03	
1,061E+02	2,664E-03	
1,062E+02	2,616E-03	
1,062E+02	2,577E-03	
1,062E+02	2,546E-03	
1,062E+02	2,523E-03	
1,063E+02	2,508E-03	
1,063E+02	2,499E-03	
1,063E+02	2,494E-03	
1,064E+02	2,494E-03	
1,064E+02	2,495E-03	
1,064E+02	2,498E-03	
1,064E+02	2,500E-03	
1,065E+02	2,500E-03	
1,065E+02	2,497E-03	
1,065E+02	2,490E-03	
1,065E+02	2,479E-03	
1,066E+02	2,464E-03	
1,066E+02	2,445E-03	
1,066E+02	2,422E-03	
1,067E+02	2,395E-03	
1,067E+02	2,367E-03	
1,067E+02	2,337E-03	
1,067E+02	2,308E-03	
1,068E+02	2,279E-03	
1,068E+02	2,253E-03	
1,068E+02	2,230E-03	
1,068E+02	2,211E-03	
1,069E+02	2,198E-03	
1,069E+02	2,190E-03	
1,069E+02	2,187E-03	
1,069E+02	2,190E-03	
1,070E+02	2,198E-03	
1,070E+02	2,210E-03	
1,070E+02	2,226E-03	
1,071E+02	2,244E-03	
1,071E+02	2,263E-03	
1,071E+02	2,282E-03	
1,071E+02	2,300E-03	
1,072E+02	2,316E-03	
1,072E+02	2,328E-03	
1,072E+02	2,338E-03	
1,072E+02	2,343E-03	
1,073E+02	2,345E-03	
1,073E+02	2,344E-03	
1,073E+02	2,340E-03	
1,074E+02	2,336E-03	
1,074E+02	2,330E-03	
1,074E+02	2,326E-03	
1,074E+02	2,324E-03	
1,075E+02	2,325E-03	
1,075E+02	2,329E-03	
1,075E+02	2,338E-03	
1,075E+02	2,352E-03	
1,076E+02	2,371E-03	
1,076E+02	2,393E-03	
1,076E+02	2,420E-03	
1,076E+02	2,448E-03	
1,077E+02	2,478E-03	
1,077E+02	2,508E-03	
1,077E+02	2,537E-03	
1,078E+02	2,562E-03	
1,078E+02	2,583E-03	
1,078E+02	2,599E-03	
1,078E+02	2,609E-03	
1,079E+02	2,612E-03	
1,079E+02	2,608E-03	
1,079E+02	2,596E-03	
1,079E+02	2,578E-03	
1,080E+02	2,552E-03	
1,080E+02	2,521E-03	
1,080E+02	2,485E-03	
1,081E+02	2,444E-03	
1,081E+02	2,400E-03	
1,081E+02	2,355E-03	
1,081E+02	2,308E-03	
1,082E+02	2,262E-03	
1,082E+02	2,218E-03	
1,082E+02	2,177E-03	
1,082E+02	2,140E-03	
1,083E+02	2,109E-03	
1,083E+02	2,083E-03	
1,083E+02	2,064E-03	
1,084E+02	2,052E-03	
1,084E+02	2,047E-03	
1,084E+02	2,049E-03	
1,084E+02	2,059E-03	
1,085E+02	2,074E-03	
1,085E+02	2,096E-03	
1,085E+02	2,123E-03	
1,085E+02	2,153E-03	
1,086E+02	2,188E-03	
1,086E+02	2,224E-03	
1,086E+02	2,262E-03	
1,086E+02	2,302E-03	
1,087E+02	2,341E-03	
1,087E+02	2,380E-03	
1,087E+02	2,419E-03	
1,088E+02	2,457E-03	
1,088E+02	2,493E-03	
1,088E+02	2,528E-03	
1,088E+02	2,562E-03	
1,089E+02	2,594E-03	
1,089E+02	2,624E-03	
1,089E+02	2,651E-03	
1,089E+02	2,676E-03	
1,090E+02	2,697E-03	
1,090E+02	2,714E-03	
1,090E+02	2,727E-03	
1,091E+02	2,735E-03	
1,091E+02	2,738E-03	
1,091E+02	2,735E-03	
1,091E+02	2,727E-03	
1,092E+02	2,712E-03	
1,092E+02	2,691E-03	
1,092E+02	2,665E-03	
1,092E+02	2,633E-03	
1,093E+02	2,596E-03	
1,093E+02	2,554E-03	
1,093E+02	2,509E-03	
1,093E+02	2,461E-03	
1,094E+02	2,410E-03	
1,094E+02	2,359E-03	
1,094E+02	2,307E-03	
1,095E+02	2,256E-03	
1,095E+02	2,208E-03	
1,095E+02	2,162E-03	
1,095E+02	2,121E-03	
1,096E+02	2,085E-03	
1,096E+02	2,055E-03	
1,096E+02	2,032E-03	
1,096E+02	2,016E-03	
1,097E+02	2,008E-03	
1,097E+02	2,008E-03	
1,097E+02	2,016E-03	
1,098E+02	2,033E-03	
1,098E+02	2,058E-03	
1,098E+02	2,091E-03	
1,098E+02	2,131E-03	
1,099E+02	2,179E-03	
1,099E+02	2,233E-03	
1,099E+02	2,293E-03	
1,099E+02	2,357E-03	
1,100E+02	2,425E-03	
1,100E+02	2,495E-03	
1,100E+02	2,565E-03	
1,101E+02	2,634E-03	
1,101E+02	2,700E-03	
1,101E+02	2,762E-03	
1,101E+02	2,819E-03	
1,102E+02	2,867E-03	
1,102E+02	2,907E-03	
1,102E+02	2,936E-03	
1,102E+02	2,955E-03	
1,103E+02	2,961E-03	
1,103E+02	2,956E-03	
1,103E+02	2,938E-03	
1,103E+02	2,909E-03	
1,104E+02	2,868E-03	
1,104E+02	2,818E-03	
1,104E+02	2,760E-03	
1,105E+02	2,694E-03	
1,105E+02	2,624E-03	
1,105E+02	2,551E-03	
1,105E+02	2,478E-03	
1,106E+02	2,406E-03	
1,106E+02	2,338E-03	
1,106E+02	2,274E-03	
1,106E+02	2,218E-03	
1,107E+02	2,170E-03	
1,107E+02	2,131E-03	
1,107E+02	2,101E-03	
1,108E+02	2,082E-03	
1,108E+02	2,072E-03	
1,108E+02	2,072E-03	
1,108E+02	2,081E-03	
1,109E+02	2,099E-03	
1,109E+02	2,123E-03	
1,109E+02	2,153E-03	
1,109E+02	2,187E-03	
1,110E+02	2,224E-03	
1,110E+02	2,262E-03	
1,110E+02	2,299E-03	
1,111E+02	2,334E-03	
1,111E+02	2,364E-03	
1,111E+02	2,388E-03	
1,111E+02	2,405E-03	
1,112E+02	2,415E-03	
1,112E+02	2,415E-03	
1,112E+02	2,407E-03	
1,112E+02	2,390E-03	
1,113E+02	2,365E-03	
1,113E+02	2,333E-03	
1,113E+02	2,294E-03	
1,113E+02	2,251E-03	
1,114E+02	2,205E-03	
1,114E+02	2,157E-03	
1,114E+02	2,110E-03	
1,115E+02	2,064E-03	
1,115E+02	2,021E-03	
1,115E+02	1,984E-03	
1,115E+02	1,952E-03	
1,116E+02	1,927E-03	
1,116E+02	1,909E-03	
1,116E+02	1,899E-03	
1,116E+02	1,897E-03	
1,117E+02	1,904E-03	
1,117E+02	1,918E-03	
1,117E+02	1,939E-03	
1,118E+02	1,968E-03	
1,118E+02	2,003E-03	
1,118E+02	2,043E-03	
1,118E+02	2,088E-03	
1,119E+02	2,137E-03	
1,119E+02	2,189E-03	
1,119E+02	2,244E-03	
1,119E+02	2,301E-03	
1,120E+02	2,359E-03	
1,120E+02	2,418E-03	
1,120E+02	2,477E-03	
1,121E+02	2,537E-03	
1,121E+02	2,597E-03	
1,121E+02	2,656E-03	
1,121E+02	2,715E-03	
1,122E+02	2,773E-03	
1,122E+02	2,831E-03	
1,122E+02	2,887E-03	
1,122E+02	2,942E-03	
1,123E+02	2,994E-03	
1,123E+02	3,045E-03	
1,123E+02	3,092E-03	
1,123E+02	3,135E-03	
1,124E+02	3,174E-03	
1,124E+02	3,208E-03	
1,124E+02	3,237E-03	
1,125E+02	3,260E-03	
1,125E+02	3,277E-03	
1,125E+02	3,288E-03	
1,125E+02	3,294E-03	
1,126E+02	3,294E-03	
1,126E+02	3,290E-03	
1,126E+02	3,281E-03	
1,126E+02	3,270E-03	
1,127E+02	3,255E-03	
1,127E+02	3,239E-03	
1,127E+02	3,223E-03	
1,128E+02	3,205E-03	
1,128E+02	3,188E-03	
1,128E+02	3,172E-03	
1,128E+02	3,156E-03	
1,129E+02	3,141E-03	
1,129E+02	3,126E-03	
1,129E+02	3,112E-03	
1,129E+02	3,098E-03	
1,130E+02	3,084E-03	
1,130E+02	3,070E-03	
1,130E+02	3,055E-03	
1,130E+02	3,039E-03	
1,131E+02	3,023E-03	
1,131E+02	3,005E-03	
1,131E+02	2,988E-03	
1,132E+02	2,970E-03	
1,132E+02	2,951E-03	
1,132E+02	2,933E-03	
1,132E+02	2,916E-03	
1,133E+02	2,898E-03	
1,133E+02	2,882E-03	
1,133E+02	2,866E-03	
1,133E+02	2,850E-03	
1,134E+02	2,835E-03	
1,134E+02	2,820E-03	
1,134E+02	2,805E-03	
1,135E+02	2,789E-03	
1,135E+02	2,772E-03	
1,135E+02	2,754E-03	
1,135E+02	2,733E-03	
1,136E+02	2,711E-03	
1,136E+02	2,687E-03	
1,136E+02	2,660E-03	
1,136E+02	2,631E-03	
1,137E+02	2,600E-03	
1,137E+02	2,566E-03	
1,137E+02	2,531E-03	
1,138E+02	2,496E-03	
1,138E+02	2,460E-03	
1,138E+02	2,425E-03	
1,138E+02	2,392E-03	
1,139E+02	2,362E-03	
1,139E+02	2,335E-03	
1,139E+02	2,313E-03	
1,139E+02	2,297E-03	
1,140E+02	2,287E-03	
1,140E+02	2,283E-03	
1,140E+02	2,286E-03	
1,140E+02	2,294E-03	
1,141E+02	2,308E-03	
1,141E+02	2,326E-03	
1,141E+02	2,347E-03	
1,142E+02	2,370E-03	
1,142E+02	2,393E-03	
1,142E+02	2,415E-03	
1,142E+02	2,435E-03	
1,143E+02	2,452E-03	
1,143E+02	2,466E-03	
1,143E+02	2,475E-03	
1,143E+02	2,479E-03	
1,144E+02	2,480E-03	
1,144E+02	2,477E-03	
1,144E+02	2,470E-03	
1,145E+02	2,462E-03	
1,145E+02	2,452E-03	
1,145E+02	2,442E-03	
1,145E+02	2,433E-03	
1,146E+02	2,424E-03	
1,146E+02	2,417E-03	
1,146E+02	2,413E-03	
1,146E+02	2,411E-03	
1,147E+02	2,412E-03	
1,147E+02	2,417E-03	
1,147E+02	2,425E-03	
1,148E+02	2,436E-03	
1,148E+02	2,451E-03	
1,148E+02	2,469E-03	
1,148E+02	2,490E-03	
1,149E+02	2,513E-03	
1,149E+02	2,538E-03	
1,149E+02	2,564E-03	
1,149E+02	2,590E-03	
1,150E+02	2,615E-03	
1,150E+02	2,639E-03	
1,150E+02	2,660E-03	
1,150E+02	2,677E-03	
1,151E+02	2,690E-03	
1,151E+02	2,699E-03	
1,151E+02	2,701E-03	
1,152E+02	2,698E-03	
1,152E+02	2,689E-03	
1,152E+02	2,674E-03	
1,152E+02	2,654E-03	
1,153E+02	2,629E-03	
1,153E+02	2,600E-03	
1,153E+02	2,568E-03	
1,153E+02	2,535E-03	
1,154E+02	2,500E-03	
1,154E+02	2,467E-03	
1,154E+02	2,436E-03	
1,155E+02	2,408E-03	
1,155E+02	2,385E-03	
1,155E+02	2,368E-03	
1,155E+02	2,358E-03	
1,156E+02	2,355E-03	
1,156E+02	2,359E-03	
1,156E+02	2,371E-03	
1,156E+02	2,391E-03	
1,157E+02	2,416E-03	
1,157E+02	2,446E-03	
1,157E+02	2,481E-03	
1,157E+02	2,517E-03	
1,158E+02	2,554E-03	
1,158E+02	2,589E-03	
1,158E+02	2,622E-03	
1,159E+02	2,651E-03	
1,159E+02	2,674E-03	
1,159E+02	2,692E-03	
1,159E+02	2,704E-03	
1,160E+02	2,710E-03	
1,160E+02	2,711E-03	
1,160E+02	2,707E-03	
1,160E+02	2,700E-03	
1,161E+02	2,691E-03	
1,161E+02	2,681E-03	
1,161E+02	2,673E-03	
1,162E+02	2,667E-03	
1,162E+02	2,665E-03	
1,162E+02	2,669E-03	
1,162E+02	2,679E-03	
1,163E+02	2,696E-03	
1,163E+02	2,721E-03	
1,163E+02	2,754E-03	
1,163E+02	2,794E-03	
1,164E+02	2,840E-03	
1,164E+02	2,892E-03	
1,164E+02	2,949E-03	
1,165E+02	3,008E-03	
1,165E+02	3,067E-03	
1,165E+02	3,125E-03	
1,165E+02	3,180E-03	
1,166E+02	3,230E-03	
1,166E+02	3,272E-03	
1,166E+02	3,306E-03	
1,166E+02	3,330E-03	
1,167E+02	3,345E-03	
1,167E+02	3,348E-03	
1,167E+02	3,341E-03	
1,167E+02	3,323E-03	
1,168E+02	3,296E-03	
1,168E+02	3,261E-03	
1,168E+02	3,217E-03	
1,169E+02	3,167E-03	
1,169E+02	3,111E-03	
1,169E+02	3,051E-03	
1,169E+02	2,987E-03	
1,170E+02	2,922E-03	
1,170E+02	2,856E-03	
1,170E+02	2,791E-03	
1,170E+02	2,727E-03	
1,171E+02	2,667E-03	
1,171E+02	2,610E-03	
1,171E+02	2,559E-03	
1,172E+02	2,513E-03	
1,172E+02	2,475E-03	
1,172E+02	2,444E-03	
1,172E+02	2,421E-03	
1,173E+02	2,406E-03	
1,173E+02	2,398E-03	
1,173E+02	2,398E-03	
1,173E+02	2,404E-03	
1,174E+02	2,415E-03	
1,174E+02	2,430E-03	
1,174E+02	2,447E-03	
1,175E+02	2,466E-03	
1,175E+02	2,484E-03	
1,175E+02	2,500E-03	
1,175E+02	2,514E-03	
1,176E+02	2,524E-03	
1,176E+02	2,530E-03	
1,176E+02	2,533E-03	
1,176E+02	2,532E-03	
1,177E+02	2,528E-03	
1,177E+02	2,522E-03	
1,177E+02	2,516E-03	
1,177E+02	2,510E-03	
1,178E+02	2,506E-03	
1,178E+02	2,504E-03	
1,178E+02	2,506E-03	
1,179E+02	2,511E-03	
1,179E+02	2,520E-03	
1,179E+02	2,532E-03	
1,179E+02	2,547E-03	
1,180E+02	2,564E-03	
1,180E+02	2,582E-03	
1,180E+02	2,601E-03	
1,180E+02	2,618E-03	
1,181E+02	2,634E-03	
1,181E+02	2,648E-03	
1,181E+02	2,660E-03	
1,182E+02	2,669E-03	
1,182E+02	2,676E-03	
1,182E+02	2,682E-03	
1,182E+02	2,687E-03	
1,183E+02	2,691E-03	
1,183E+02	2,696E-03	
1,183E+02	2,702E-03	
1,183E+02	2,708E-03	
1,184E+02	2,716E-03	
1,184E+02	2,726E-03	
1,184E+02	2,736E-03	
1,184E+02	2,748E-03	
1,185E+02	2,759E-03	
1,185E+02	2,771E-03	
1,185E+02	2,781E-03	
1,186E+02	2,790E-03	
1,186E+02	2,797E-03	
1,186E+02	2,800E-03	
1,186E+02	2,799E-03	
1,187E+02	2,793E-03	
1,187E+02	2,783E-03	
1,187E+02	2,767E-03	
1,187E+02	2,746E-03	
1,188E+02	2,721E-03	
1,188E+02	2,690E-03	
1,188E+02	2,655E-03	
1,189E+02	2,617E-03	
1,189E+02	2,577E-03	
1,189E+02	2,536E-03	
1,189E+02	2,494E-03	
1,190E+02	2,454E-03	
1,190E+02	2,416E-03	
1,190E+02	2,382E-03	
1,190E+02	2,351E-03	
1,191E+02	2,325E-03	
1,191E+02	2,303E-03	
1,191E+02	2,287E-03	
1,192E+02	2,276E-03	
1,192E+02	2,269E-03	
1,192E+02	2,266E-03	
1,192E+02	2,266E-03	
1,193E+02	2,270E-03	
1,193E+02	2,275E-03	
1,193E+02	2,282E-03	
1,193E+02	2,291E-03	
1,194E+02	2,300E-03	
1,194E+02	2,309E-03	
1,194E+02	2,319E-03	
1,194E+02	2,328E-03	
1,195E+02	2,338E-03	
1,195E+02	2,347E-03	
1,195E+02	2,357E-03	
1,196E+02	2,367E-03	
1,196E+02	2,376E-03	
1,196E+02	2,385E-03	
1,196E+02	2,394E-03	
1,197E+02	2,402E-03	
1,197E+02	2,410E-03	
1,197E+02	2,416E-03	
1,197E+02	2,421E-03	
1,198E+02	2,425E-03	
1,198E+02	2,428E-03	
1,198E+02	2,428E-03	
1,199E+02	2,428E-03	
1,199E+02	2,426E-03	
1,199E+02	2,424E-03	
1,199E+02	2,422E-03	
1,200E+02	2,420E-03	
1,200E+02	2,420E-03	
1,200E+02	2,421E-03	
1,200E+02	2,426E-03	
1,201E+02	2,433E-03	
1,201E+02	2,445E-03	
1,201E+02	2,461E-03	
1,202E+02	2,482E-03	
1,202E+02	2,508E-03	
1,202E+02	2,538E-03	
1,202E+02	2,573E-03	
1,203E+02	2,612E-03	
1,203E+02	2,655E-03	
1,203E+02	2,700E-03	
1,203E+02	2,747E-03	
1,204E+02	2,795E-03	
1,204E+02	2,843E-03	
1,204E+02	2,892E-03	
1,204E+02	2,939E-03	
1,205E+02	2,984E-03	
1,205E+02	3,028E-03	
1,205E+02	3,069E-03	
1,206E+02	3,107E-03	
1,206E+02	3,143E-03	
1,206E+02	3,174E-03	
1,206E+02	3,201E-03	
1,207E+02	3,222E-03	
1,207E+02	3,238E-03	
1,207E+02	3,247E-03	
1,207E+02	3,248E-03	
1,208E+02	3,240E-03	
1,208E+02	3,224E-03	
1,208E+02	3,198E-03	
1,209E+02	3,162E-03	
1,209E+02	3,118E-03	
1,209E+02	3,065E-03	
1,209E+02	3,005E-03	
1,210E+02	2,940E-03	
1,210E+02	2,871E-03	
1,210E+02	2,801E-03	
1,210E+02	2,732E-03	
1,211E+02	2,667E-03	
1,211E+02	2,608E-03	
1,211E+02	2,557E-03	
1,211E+02	2,515E-03	
1,212E+02	2,484E-03	
1,212E+02	2,464E-03	
1,212E+02	2,456E-03	
1,213E+02	2,458E-03	
1,213E+02	2,470E-03	
1,213E+02	2,490E-03	
1,213E+02	2,517E-03	
1,214E+02	2,547E-03	
1,214E+02	2,580E-03	
1,214E+02	2,613E-03	
1,214E+02	2,643E-03	
1,215E+02	2,669E-03	
1,215E+02	2,690E-03	
1,215E+02	2,704E-03	
1,216E+02	2,710E-03	
1,216E+02	2,707E-03	
1,216E+02	2,695E-03	
1,216E+02	2,675E-03	
1,217E+02	2,646E-03	
1,217E+02	2,610E-03	
1,217E+02	2,566E-03	
1,217E+02	2,518E-03	
1,218E+02	2,466E-03	
1,218E+02	2,414E-03	
1,218E+02	2,363E-03	
1,219E+02	2,316E-03	
1,219E+02	2,279E-03	
1,219E+02	2,254E-03	
1,219E+02	2,246E-03	
1,220E+02	2,260E-03	
1,220E+02	2,301E-03	
1,220E+02	2,372E-03	
1,220E+02	2,480E-03	
1,221E+02	2,627E-03	
1,221E+02	2,818E-03	
1,221E+02	3,053E-03	
1,221E+02	3,334E-03	
1,222E+02	3,662E-03	
1,222E+02	4,034E-03	
1,222E+02	4,447E-03	
1,223E+02	4,897E-03	
1,223E+02	5,378E-03	
1,223E+02	5,882E-03	
1,223E+02	6,402E-03	
1,224E+02	6,928E-03	
1,224E+02	7,453E-03	
1,224E+02	7,967E-03	
1,224E+02	8,460E-03	
1,225E+02	8,927E-03	
1,225E+02	9,358E-03	
1,225E+02	9,749E-03	
1,226E+02	1,010E-02	
1,226E+02	1,039E-02	
1,226E+02	1,064E-02	
1,226E+02	1,085E-02	
1,227E+02	1,100E-02	
1,227E+02	1,111E-02	
1,227E+02	1,119E-02	
